timestamp,generation_Wh
2018-10-06 07:40,0.666667
2018-10-06 07:45,0.666667
2018-10-06 07:50,0.833333
2018-10-06 07:55,0.916667
2018-10-06 08:00,0.916667
2018-10-06 08:05,1.66667
2018-10-06 08:10,2.08333
2018-10-06 08:15,2.08333
2018-10-06 08:20,2.08333
2018-10-06 08:25,2.25
2018-10-06 08:30,2.25
2018-10-06 08:35,2.16667
2018-10-06 08:40,2.33333
2018-10-06 08:45,2.33333
2018-10-06 08:50,2.66667
2018-10-06 08:55,3
2018-10-06 09:00,3
2018-10-06 09:05,3.08333
2018-10-06 09:10,3.41667
2018-10-06 09:15,3.41667
2018-10-06 09:20,2.66667
2018-10-06 09:25,2.66667
2018-10-06 09:30,2.66667
2018-10-06 09:35,1.91667
2018-10-06 09:40,1.83333
2018-10-06 09:45,1.83333
2018-10-06 09:50,2.83333
2018-10-06 09:55,3.58333
2018-10-06 10:00,3.58333
2018-10-06 10:05,3.58333
2018-10-06 10:10,4.08333
2018-10-06 10:15,4.08333
2018-10-06 10:20,4.16667
2018-10-06 10:25,4.66667
2018-10-06 10:30,4.66667
2018-10-06 10:35,4.58333
2018-10-06 10:40,5.08333
2018-10-06 10:45,5.08333
2018-10-06 10:50,5.08333
2018-10-06 10:55,5.83333
2018-10-06 11:00,5.83333
2018-10-06 11:05,5.83333
2018-10-06 11:10,7
2018-10-06 11:15,7
2018-10-06 11:20,6
2018-10-06 11:25,6.25
2018-10-06 11:30,6.25
2018-10-06 11:35,4.41667
2018-10-06 11:40,4
2018-10-06 11:45,4
2018-10-06 11:50,4.75
2018-10-06 11:55,5.75
2018-10-06 12:00,5.75
2018-10-06 12:05,7.08333
2018-10-06 12:10,8.83333
2018-10-06 12:15,8.83333
2018-10-06 12:20,10.5833
2018-10-06 12:25,12.5
2018-10-06 12:30,12.5
2018-10-06 12:35,10.1667
2018-10-06 12:40,10.4167
2018-10-06 12:45,10.4167
2018-10-06 12:50,8.91667
2018-10-06 12:55,9.25
2018-10-06 13:00,9.25
2018-10-06 13:05,7.33333
2018-10-06 13:10,7.33333
2018-10-06 13:15,7.33333
2018-10-06 13:20,4.58333
2018-10-06 13:25,3.5
2018-10-06 13:30,3.5
2018-10-06 13:35,3.16667
2018-10-06 13:40,3.33333
2018-10-06 13:45,3.33333
2018-10-06 13:50,4.25
2018-10-06 13:55,5.5
2018-10-06 14:00,5.5
2018-10-06 14:05,9.58333
2018-10-06 14:10,13.0833
2018-10-06 14:15,13.0833
2018-10-06 14:20,9.83333
2018-10-06 14:25,8.66667
2018-10-06 14:30,8.66667
2018-10-06 14:35,8.25
2018-10-06 14:40,8.91667
2018-10-06 14:45,8.91667
2018-10-06 14:50,7.25
2018-10-06 14:55,7.08333
2018-10-06 15:00,7.08333
2018-10-06 15:05,8.41667
2018-10-06 15:10,10.6667
2018-10-06 15:15,10.6667
2018-10-06 15:20,8.5
2018-10-06 15:25,8.25
2018-10-06 15:30,8.25
2018-10-06 15:35,8.08333
2018-10-06 15:40,9.33333
2018-10-06 15:45,9.33333
2018-10-06 15:50,5.5
2018-10-06 15:55,3.08333
2018-10-06 16:00,3.08333
2018-10-06 16:05,2.83333
2018-10-06 16:10,3.08333
2018-10-06 16:15,3.08333
2018-10-06 16:20,2.83333
2018-10-06 16:25,3
2018-10-06 16:30,3
2018-10-06 16:35,2.33333
2018-10-06 16:40,2
2018-10-06 16:45,2
2018-10-06 16:50,1.25
2018-10-06 16:55,0.75
2018-10-06 17:00,0.75
2018-10-06 17:05,0.583333
2018-10-06 17:10,0.5
2018-10-06 17:15,0.5
2018-10-06 17:20,0.25
